participant_id,condition,explore_dur_mean_mean,explore_dur_mean_sd,explore_dur_median_mean,explore_dur_median_sd,exploit_dur_mean_mean,exploit_dur_mean_sd,exploit_dur_median_mean,exploit_dur_median_sd,pct_time_exploit_mean,pct_time_exploit_sd,n_transitions_mean,n_transitions_sd,total_collected_mean,total_collected_sd,time_to_first_resource_mean,time_to_first_resource_sd,inter_resource_mean_mean,inter_resource_mean_sd,collection_rate_mean,collection_rate_sd,path_length_mean,path_length_sd,coverage_entropy_mean,coverage_entropy_sd,heading_variability_mean,heading_variability_sd,patch_leaving_distance_mean,patch_leaving_distance_sd,levy_alpha_mean,levy_alpha_sd
156,Diffuse,0.0215,0.0273084,0.0195,0.0268794,36.9824,21.7019,35.1332,24.2545,99.8767,0.189214,3.4,2.60768,128,13.8924,0.1302,0.186217,0.4719,0.0499106,2.13307,0.231438,3552.84,264.141,6.40409,0.170689,15.6619,3.94925,18.3058,9.91293,1.353,0.0109249
157,Diffuse,4.38063,8.69135,4.38063,8.69135,40.6037,23.4823,40.6037,23.4823,85.3765,29.0273,1.6,1.34164,123,9.97497,0.2236,0.229219,0.486936,0.0414548,2.05857,0.169502,4715.67,1479.89,6.32647,0.332703,22.261,4.80567,18.3077,13.8079,1.352,0.01399
160,Diffuse,0.03432,0.0149896,0.0348,0.0146142,24.3674,8.17387,23.4501,9.03796,99.8397,0.094761,4.6,2.60768,116.2,13.1225,0.3722,0.190245,0.517117,0.0542573,1.93655,0.218722,5331.2,1526.66,6.45692,0.322727,14.5565,4.16119,132.031,258.648,1.33672,0.0111243
161,Clumpy,3.74516,2.14704,1.7835,1.97444,7.30568,4.96728,6.4336,7.20342,64.7817,15.2993,12.6,6.54217,702.4,207.911,9.3916,14.5553,0.0676205,0.0115651,11.7601,3.47472,3831.93,393.121,5.72704,0.440024,21.9567,2.71951,25.4491,5.19413,1.6262,0.00815781
162,Diffuse,0.0784433,0.0580898,0.0664,0.0412938,25.3222,20.9131,20.8436,24.5654,99.445,0.518166,6.2,4.14729,123.2,8.95545,0.035,0.0514927,0.48144,0.0327656,2.05326,0.149241,3441.43,2.94243,6.34989,0.339793,17.555,5.16912,17.7079,2.02139,1.34774,0.00526983
164,Clumpy,4.29376,1.63619,2.1938,1.86384,2.97939,1.05385,2.2482,0.739134,40.2647,15.9506,15.6,2.30217,395.4,203.365,16.2612,13.3106,0.103133,0.056246,6.58911,3.38874,5823.58,1613.52,6.29929,0.473615,15.2284,2.35035,30.2163,3.33601,1.62068,0.0122083
165,Clumpy,2.12306,0.900547,0.6143,0.201616,3.20696,1.15712,1.5716,0.706251,58.2543,15.8432,21.6,4.82701,434.6,106.676,2.6506,4.14487,0.09999,0.0198482,7.48592,1.85346,3606.4,177.959,4.89503,0.39264,22.0987,2.27696,26.6517,3.20891,1.61971,0.00937245
166,Diffuse,9.397,18.7793,9.397,18.7793,50.5308,18.9398,50.5308,18.9398,84.2563,31.4631,0.8,0.447214,134,16.3554,0.2164,0.38707,0.44931,0.0493443,2.23702,0.272569,3433.52,11.8167,6.72016,0.0724487,15.0023,4.29122,,,1.34993,0.0137655
168,Clumpy,2.52568,1.00655,0.8479,0.228649,2.93457,0.49045,2.4206,0.414982,54.386,12.1666,21.2,3.19374,601,81.7221,6.7518,4.35525,0.0874321,0.0146257,10.1206,1.41331,4144.84,881.575,6.13672,0.318778,15.6075,1.26099,31.1239,2.97472,1.62837,0.00400396
169,Clumpy,2.40746,0.76398,0.8875,0.334479,3.83128,1.32878,2.7282,0.365983,59.1628,14.9727,18.8,3.42053,475.6,153.217,7.6746,5.49874,0.0998635,0.0217021,7.92609,2.55322,3780,131.391,5.68883,0.386395,18.6697,2.07243,32.3337,2.90187,1.61825,0.0108069
170,Clumpy,4.20541,1.85283,3.517,2.57868,6.15693,1.41315,4.9423,2.93857,57.7151,11.5406,11.2,3.56371,629.8,153.03,10.4954,7.3142,0.0641882,0.0115056,10.5954,2.53454,3753.97,67.7828,6.01024,0.176284,20.4672,0.739477,29.9961,5.08001,1.62771,0.00672811
171,Clumpy,7.75414,9.24688,5.3872,10.4586,4.01367,1.88401,2.2408,0.780251,43.5838,21.6519,12.8,8.43801,330,179.174,26.5428,13.9928,0.0940908,0.0661279,5.9369,3.06692,5605.8,2306.47,5.85501,0.661272,22.4356,2.64952,25.6666,7.27283,1.62397,0.0194112
172,Clumpy,3.08297,1.56667,1.6726,0.695464,3.45786,0.751717,2.1954,0.192798,53.0858,14.018,18.4,5.22494,431.8,72.7372,5.2446,7.62414,0.107149,0.0323861,7.21284,1.20669,3833.99,114.163,6.14272,0.387773,10.3404,0.81014,33.3256,1.44844,1.6153,0.00858953
173,Clumpy,9.10083,4.5215,6.2402,6.19736,10.8327,7.02811,10.586,7.92838,48.9286,16.0133,6.2,3.27109,646.4,188.204,8.751,8.19892,0.0647601,0.0142134,10.7821,3.13219,3834.55,161.159,6.20517,0.391848,18.9853,1.60341,37.6926,8.89079,1.62854,0.00756062
174,Clumpy,3.55244,1.36427,1.2627,0.848788,5.85467,5.13839,5.6194,7.93576,57.0273,13.9016,15,6.81909,512.6,124.243,6.8934,5.09285,0.100726,0.016752,8.54706,2.06498,3798.37,123.219,5.91339,0.530533,18.6366,2.31094,31.8285,4.44295,1.62506,0.00813633
176,Diffuse,0.0074,0.00357771,0.0074,0.00357771,59.9954,0.00439318,59.9954,0.00439318,99.9877,0.00596271,1,0,135.4,8.79204,0.061,0.0615995,0.447065,0.0313578,2.25657,0.146595,3428.12,11.6219,6.56299,0.136559,15.6926,4.74073,,,1.35346,0.00510946
177,Clumpy,5.66643,1.56053,4.6206,2.17488,10.2808,5.65514,10.0254,7.07115,57.8979,4.96043,7.8,3.19374,738.8,27.7795,9.9956,7.71857,0.0604317,0.00793334,12.3351,0.47936,4029.37,355.693,5.88005,0.256512,18.9598,1.63031,25.6078,5.53239,1.63172,0.0111175
178,Clumpy,3.54044,1.60093,1.9292,2.27415,4.56602,0.828174,2.6005,0.691161,57.0916,12.4472,14.4,3.43511,527.8,96.422,13.2078,13.5693,0.0808703,0.0200417,8.80643,1.61026,4387.18,903.027,5.89044,0.43322,17.3731,2.34156,33.1821,8.74648,1.61765,0.00323352
179,Clumpy,3.0846,1.42559,0.8916,0.610634,5.70408,2.98987,3.3977,2.32735,62.8634,3.00348,16.2,9.67988,589.4,172.709,3.5206,5.47928,0.102411,0.0527177,9.87053,2.91302,3728.48,42.8068,5.57691,0.196585,21.9518,1.27094,19.8946,2.964,1.62035,0.00605839
181,Clumpy,3.13647,1.61764,2.646,2.1348,8.90098,4.19293,8.5928,7.10687,72.8348,10.3429,11,5.78792,713.4,163.937,6.642,7.31517,0.0719245,0.0182276,11.9145,2.76761,3656.19,95.7315,5.4806,0.400803,22.552,2.40702,27.2278,6.2492,1.62176,0.010706
183,Diffuse,0.027,0.0290431,0.0304,0.0329894,45.9753,19.52,45.6312,20.0998,99.9,0.122727,2.2,1.78885,123.8,11.2783,0.108,0.195769,0.488433,0.0421675,2.0632,0.187953,3917,770.633,6.73615,0.0667365,10.7317,1.78344,26.7453,1.13563,1.34,0.00550796
184,Clumpy,4.46953,0.961768,1.9873,1.54121,4.5411,1.46902,2.5093,1.00225,46.7761,10.9369,12.6,1.94936,550.2,187.909,9.0964,7.454,0.0778985,0.0574798,9.16962,3.13158,3892,92.0098,6.27691,0.151043,19.524,1.76467,28.5119,5.88818,1.62643,0.0134987
185,Clumpy,2.80322,1.87421,1.6006,1.09304,4.83188,3.38695,3.1522,1.90359,60.501,24.9161,16,5.2915,621,219.724,10.5902,16.3152,0.077444,0.00305342,10.3692,3.67097,3771.39,224.216,5.83418,0.460058,16.3601,4.63599,30.4003,3.07044,1.62389,0.0135654
186,Clumpy,1.34341,0.350074,0.9503,0.342692,2.56464,0.455869,1.6802,0.501156,64.2559,10.0944,29.8,1.48324,384,66.5432,5.2806,3.42091,0.142041,0.0399685,6.42856,1.06575,3932.95,321.891,4.71929,0.581503,20.2067,4.30604,28.5546,5.94516,1.61132,0.0103427
189,Clumpy,9.3359,2.51322,6.631,4.23054,1.66623,0.303332,1.7281,0.346464,13.2303,3.41822,9.6,2.19089,102.4,53.3038,7.8418,4.46694,0.264991,0.163441,1.70857,0.888888,4410.91,516.063,6.92628,0.0855861,11.8321,1.06195,34.196,4.33517,1.62381,0.0242815
190,Clumpy,2.01229,0.696475,1.4987,0.780358,2.52678,0.293522,2.2584,0.312566,55.3875,10.6881,25.6,3.20936,370.6,52.1661,6.8286,5.77766,0.139452,0.0320471,6.21704,0.86725,4039.77,480.867,5.37454,0.341969,13.2948,1.34391,35.0921,2.63144,1.61102,0.0127487
191,Clumpy,5.85642,3.10485,4.0472,2.65569,2.41623,0.857319,1.2294,0.520408,30.13,14.5306,15.2,6.57267,183,108.386,8.8792,9.7834,0.29681,0.261931,3.10095,1.8327,7129.35,2189.55,6.32529,0.5448,15.5782,4.93718,32.0427,6.03121,1.6242,0.0192029
192,Clumpy,4.48137,2.03004,3.0117,2.50739,2.21503,0.689017,1.8551,0.259442,34.1539,9.3537,19,7.17635,288.2,69.4277,27.0988,15.1406,0.11531,0.0738998,4.80274,1.15725,4707.22,985.694,6.29122,0.405909,15.8661,1.38781,36.2516,5.50059,1.63033,0.0154879
193,Clumpy,4.13355,2.61626,1.3132,1.00548,4.01487,0.526072,2.925,0.824233,51.9634,15.9387,15,4.63681,467.4,168.515,11.0638,10.6794,0.0785751,0.00705968,7.79379,2.81718,4784.11,789.617,5.86993,0.483224,18.0973,2.10595,32.2293,7.09934,1.62852,0.00554081
194,Clumpy,4.58856,3.36371,4.2116,3.94607,5.63171,3.0622,4.3604,2.79008,56.9394,9.81344,14.8,9.60208,609,216.29,10.6164,7.81205,0.0785186,0.0144943,10.1536,3.60401,3806.41,85.7021,5.81282,0.407189,17.2937,0.707469,33.0935,8.59012,1.62966,0.00980112
195,Diffuse,0.174007,0.0750306,0.1298,0.045152,7.99108,6.79712,5.7851,7.06996,96.5454,2.62555,20.2,11.5412,91.8,13.1034,0.1238,0.189495,0.663522,0.099521,1.52997,0.218393,3469.64,16.5715,5.39351,0.348531,17.134,2.27367,18.4635,8.40413,1.34167,0.0126211
196,Clumpy,2.13971,0.84799,0.849,0.80541,5.91572,3.88009,5.3865,5.07809,68.8102,18.0347,16.6,7.89303,775,315.787,2.2304,2.66377,0.0674688,0.0189566,13.0825,5.46258,3669.01,190.751,5.83309,0.3593,18.0822,1.19616,30.3157,3.86168,1.63053,0.00707007
197,Diffuse,9.4912,21.1939,9.4912,21.1939,50.3602,21.5452,50.3602,21.5452,83.974,35.7867,1,0,131.8,6.30079,0.313,0.463371,0.453639,0.0175463,2.20188,0.0981229,3427.38,17.027,6.65069,0.0702172,17.1946,2.14725,,,1.34733,0.00579275
198,Clumpy,3.90252,4.14728,2.1364,2.75862,4.57156,3.60228,4.441,3.89613,56.0771,28.4197,15.2,9.88433,461.2,259.389,6.1776,4.08769,0.079147,0.0387523,8.74199,5.16317,3488.63,567.045,5.61233,0.708764,26.8568,1.42772,29.184,3.35846,1.63141,0.00983316
199,Clumpy,3.44416,1.72465,0.8512,0.473009,3.49925,0.893943,2.2523,0.288337,51.4808,14.7282,17.4,5.68331,538.4,102.724,11.973,7.18584,0.0714061,0.0194685,9.01555,1.75049,3832.94,133.71,6.02439,0.383949,18.3698,1.62426,28.9481,3.81405,1.62819,0.0142738
200,Diffuse,0.0536333,0.0644425,0.0498,0.0607275,31.9478,25.9375,30.0211,27.6378,99.4967,0.67088,5.8,5.01996,117.8,14.1138,0.054,0.0618021,0.514713,0.0597185,1.96327,0.235141,4379.89,1290.6,6.23268,0.263614,18.5637,4.04562,115.691,176.084,1.35278,0.00743546
201,Diffuse,0.0209,0.0363015,0.0209,0.0363015,53.9828,13.4532,53.9828,13.4532,99.9367,0.124058,1.4,0.894427,128.4,22.0749,0.0292,0.0519875,0.480846,0.0842813,2.13985,0.367919,3440.06,7.95129,6.45298,0.339159,14.0499,3.71007,1.41421,,1.34585,0.0111358
202,Clumpy,5.36454,4.90107,2.4552,3.2898,2.60672,0.531687,2.0088,0.473248,40.065,19.6918,18.6,10.4307,248.2,95.5861,23.3698,21.5894,0.112209,0.0509292,4.13639,1.59292,5600.5,2412.09,5.91915,0.837066,14.6728,1.40825,34.287,5.79947,1.61612,0.00381396
203,Diffuse,0.0138,0.0120239,0.0138,0.0120239,41.9892,16.4452,41.9892,16.4452,99.955,0.0413481,2.2,1.09545,130.2,14.3944,0.1234,0.189867,0.46657,0.0513698,2.16987,0.239948,3448.9,3.99972,6.6574,0.181314,10.9902,2.28926,13.7295,3.12243,1.34345,0.0109567
205,Diffuse,0.03974,0.0736297,0.0221,0.0343482,44.3608,22.3498,43.6304,23.6978,99.7023,0.63123,3,3.4641,136.8,7.04982,0.236,0.210679,0.435922,0.0252062,2.27997,0.117494,5102.06,2023.42,6.8383,0.0697943,10.5988,4.13414,11.1575,2.36265,1.34319,0.00727423
206,Diffuse,0.02305,0.0172648,0.0246,0.020431,44.9822,21.2335,45.2366,20.7867,99.9017,0.137799,2.6,2.60768,134.8,8.04363,0.2338,0.204738,0.445506,0.0239567,2.24645,0.13406,3441.61,3.78716,6.6568,0.102397,11.141,0.841895,20.0016,21.0754,1.35197,0.0129246
207,Clumpy,3.48069,1.42959,0.9751,0.290931,4.36458,2.28528,2.6069,1.42873,53.0841,12.6298,18.6,14.2934,512.2,219.174,5.1284,3.63392,0.102021,0.0442736,8.57389,3.70941,3769.89,184.789,5.6518,0.549411,20.1871,1.52019,28.3318,4.55334,1.6167,0.0105942
208,Diffuse,0.0687667,0.0296321,0.0591,0.0381107,27.9349,4.47071,27.034,6.48523,99.7494,0.106128,3.4,0.894427,116.4,3.20936,0.105,0.198459,0.515974,0.0157691,1.93975,0.0534854,3441.52,5.90074,6.30399,0.257302,14.1127,3.73263,23.3807,22.9629,1.34009,0.00877809
210,Diffuse,0.008,0.00430116,0.008,0.00430116,59.9972,0.0090111,59.9972,0.0090111,99.9867,0.00716882,1,0,145.6,8.79204,0.0884,0.0541599,0.414156,0.0238343,2.42645,0.1464,3445.76,4.87592,6.79114,0.0758827,10.2056,2.53477,,,1.35236,0.0056415
211,Clumpy,2.21989,0.50144,0.9194,0.347415,3.7308,1.48115,3.1125,1.33048,60.0772,11.649,20.4,5.31977,561.6,173.249,4.6726,6.237,0.0916715,0.0119772,9.37522,2.90099,3889.17,348.782,5.5266,0.378437,15.9574,1.20334,28.162,4.50373,1.61775,0.010885
212,Diffuse,0.0153,0.00956295,0.0153,0.00956295,53.9938,13.4264,53.9938,13.4264,99.9643,0.0376043,1.4,0.894427,127.6,15.225,0.158,0.174207,0.47305,0.0552077,2.1263,0.253749,4627.14,1176.71,6.65465,0.100365,9.5303,0.546205,21.3776,,1.33907,0.0100579
213,Clumpy,6.11028,5.47753,4.7109,5.46103,7.90718,3.97088,6.6507,5.65434,56.2717,25.7426,9.8,7.04982,492.8,164.129,17.6324,10.9156,0.0673061,0.0199454,8.21263,2.73547,3914.23,374.247,5.57222,0.762206,23.3029,1.40207,20.1762,7.21532,1.62118,0.00969428
